bonus	subject	world	squarepath	step	squaretype	rt	numopen	numexits	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd	actioncode	existsL	existsR	existsU	existsD	blackremains
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);	7	N	459	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	8	N	403	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	9	D	826	5	1	0	0	2	5	2	1	2	0	U	TRUE	FALSE	TRUE	TRUE	6
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);	10	N	652	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	6
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	11	O	1952	2	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	TRUE	TRUE	4
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);	12	N	421	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	4
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);	13	N	427	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S926415	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);	14	G	856	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S932984	library	p(0,0);	0	X	3380	0	2	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S932984	library	p(0,0);p(1,0);	1	O	504	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
2	S932984	library	p(0,0);p(1,0);p(1,1);	2	N	1129	4	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	680	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	728	5	1	4	1	0	0	0	0	2	0	R	FALSE	TRUE	TRUE	TRUE	15
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);	5	N	496	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	15
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	6	D	672	4	1	5	2	2	2	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	11
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);	7	N	560	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	8	N	640	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	9	D	2793	5	1	0	0	2	5	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	6
2	S932984	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	10	G	824	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S934665	library	p(0,0);	0	X	3277	0	2	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S934665	library	p(0,0);p(1,0);	1	O	584	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
2	S934665	library	p(0,0);p(1,0);p(1,1);	2	N	880	4	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	531	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	645	5	1	4	1	0	0	0	0	2	0	R	FALSE	TRUE	TRUE	TRUE	15
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);	5	N	410	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	15
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	6	D	390	4	1	5	2	2	2	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	11
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);	7	N	592	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	8	N	576	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	9	D	608	5	1	0	0	2	5	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	6
2	S934665	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	10	G	1033	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S94248	library	p(0,0);	0	X	10641	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S94248	library	p(0,0);p(1,0);	1	O	2384	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S94248	library	p(0,0);p(1,0);p(1,1);	2	N	759	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	791	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	1160	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	914	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	303	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	1032	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	480	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	456	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	484	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	779	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S94248	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	768	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S952115	library	p(0,0);	0	X	4367	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S952115	library	p(0,0);p(1,0);	1	O	3185	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S952115	library	p(0,0);p(1,0);p(1,1);	2	N	710	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	690	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	1559	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	741	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	886	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	623	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	1093	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	554	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	589	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	1269	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S952115	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	893	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S97579	library	p(0,0);	0	X	1446	0	2	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S97579	library	p(0,0);p(1,0);	1	O	309	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
2	S97579	library	p(0,0);p(1,0);p(1,1);	2	N	341	4	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	417	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	521	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	482	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	505	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	304	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	552	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	366	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	407	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	829	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S97579	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	721	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S976844	library	p(0,0);	0	X	966	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S976844	library	p(0,0);p(1,0);	1	O	687	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S976844	library	p(0,0);p(1,0);p(1,1);	2	N	354	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	396	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	1081	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	825	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	436	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	383	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	921	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	319	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	348	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	762	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S976844	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	860	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S981207	library	p(0,0);	0	X	1298	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S981207	library	p(0,0);p(1,0);	1	O	388	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S981207	library	p(0,0);p(1,0);p(1,1);	2	N	805	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	447	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	2240	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	478	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	360	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	556	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	508	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	407	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	369	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	1362	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S981207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	688	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S983016	library	p(0,0);	0	X	2076	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S983016	library	p(0,0);p(1,0);	1	O	918	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S983016	library	p(0,0);p(1,0);p(1,1);	2	N	486	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	550	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	816	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	670	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	438	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	734	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	1248	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	416	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	470	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	1190	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S983016	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	705	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S983809	library	p(0,0);	0	X	1241	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S983809	library	p(0,0);p(1,0);	1	O	1073	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S983809	library	p(0,0);p(1,0);p(1,1);	2	N	345	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	488	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	772	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	888	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	266	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	345	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	1156	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	424	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	1634	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	839	5	1	0	0	0	0	2	1	2	0	D	TRUE	FALSE	TRUE	TRUE	4
2	S983809	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	12	G	755	2	1	1	1	0	0	0	0	1	0	R	FALSE	TRUE	TRUE	TRUE	0
2	S989739	library	p(0,0);	0	X	1376	0	2	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S989739	library	p(0,0);p(1,0);	1	O	327	4	1	0	0	5	4	0	0	5	2	D	TRUE	FALSE	FALSE	TRUE	20
2	S989739	library	p(0,0);p(1,0);p(1,1);	2	N	543	0	1	0	0	0	0	0	0	0	0	D	TRUE	FALSE	TRUE	TRUE	20
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);	3	N	289	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	20
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	4	D	1358	5	1	4	1	0	0	0	0	2	0	D	FALSE	TRUE	TRUE	TRUE	15
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	5	O	440	2	1	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	13
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);	6	N	288	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	TRUE	13
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);	7	N	296	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	13
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	8	D	502	4	1	5	2	0	0	5	4	5	4	R	TRUE	TRUE	TRUE	TRUE	9
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);	9	N	409	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	9
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	10	N	367	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	9
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	11	D	744	5	1	0	0	0	0	2	1	2	0	U	TRUE	FALSE	TRUE	TRUE	4
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);	12	N	287	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	4
2	S989739	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	13	O	927	2	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	TRUE	TRUE	2
