world,node,child,value,dv_0.0,dv_0.01,dv_0.02,dv_0.03,dv_0.04,dv_0.05,dv_0.06,dv_0.07,dv_0.08,dv_0.09,dv_0.1,dv_0.11,dv_0.12,dv_0.13,dv_0.14,dv_0.15,dv_0.16,dv_0.17,dv_0.18,dv_0.19,dv_0.2,dv_0.21,dv_0.22,dv_0.23,dv_0.24,dv_0.25,dv_0.26,dv_0.27,dv_0.28,dv_0.29,dv_0.3,dv_0.31,dv_0.32,dv_0.33,dv_0.34,dv_0.35,dv_0.36,dv_0.37,dv_0.38,dv_0.39,dv_0.4,dv_0.41,dv_0.42,dv_0.43,dv_0.44,dv_0.45,dv_0.46,dv_0.47,dv_0.48,dv_0.49,dv_0.5,dv_0.51,dv_0.52,dv_0.53,dv_0.54,dv_0.55,dv_0.56,dv_0.57,dv_0.58,dv_0.59,dv_0.6,dv_0.61,dv_0.62,dv_0.63,dv_0.64,dv_0.65,dv_0.66,dv_0.67,dv_0.68,dv_0.69,dv_0.7,dv_0.71,dv_0.72,dv_0.73,dv_0.74,dv_0.75,dv_0.76,dv_0.77,dv_0.78,dv_0.79,dv_0.8,dv_0.81,dv_0.82,dv_0.83,dv_0.84,dv_0.85,dv_0.86,dv_0.87,dv_0.88,dv_0.89,dv_0.9,dv_0.91,dv_0.92,dv_0.93,dv_0.94,dv_0.95,dv_0.96,dv_0.97,dv_0.98,dv_0.99
courtyard,N3719219,N990982,6.8,2.2,2.212,2.225,2.239,2.253,2.268,2.284,2.301,2.318,2.336,2.354,2.373,2.393,2.413,2.435,2.457,2.479,2.502,2.526,2.551,2.576,2.602,2.629,2.656,2.684,2.713,2.742,2.772,2.803,2.834,2.866,2.899,2.932,2.966,3.001,3.037,3.073,3.109,3.147,3.185,3.224,3.264,3.304,3.345,3.386,3.429,3.471,3.515,3.559,3.604,3.65,3.696,3.743,3.791,3.839,3.889,3.938,3.989,4.04,4.092,4.144,4.197,4.251,4.305,4.361,4.417,4.473,4.53,4.588,4.647,4.706,4.766,4.827,4.888,4.95,5.012,5.076,5.14,5.205,5.27,5.336,5.403,5.47,5.538,5.607,5.677,5.747,5.817,5.889,5.961,6.034,6.108,6.182,6.257,6.332,6.409,6.485,6.563,6.641,6.72
courtyard,N3719219,N3977188,8.2,3.5,3.527,3.555,3.583,3.611,3.64,3.669,3.699,3.729,3.759,3.79,3.821,3.853,3.885,3.917,3.95,3.983,4.017,4.051,4.085,4.12,4.155,4.191,4.227,4.263,4.3,4.337,4.375,4.413,4.451,4.49,4.529,4.569,4.609,4.649,4.69,4.731,4.773,4.815,4.857,4.9,4.943,4.987,5.031,5.075,5.12,5.165,5.211,5.257,5.303,5.35,5.397,5.445,5.493,5.541,5.59,5.639,5.689,5.739,5.789,5.84,5.891,5.943,5.995,6.047,6.1,6.153,6.207,6.261,6.315,6.37,6.425,6.481,6.537,6.593,6.65,6.707,6.765,6.823,6.881,6.94,6.999,7.059,7.119,7.179,7.24,7.301,7.363,7.425,7.487,7.55,7.613,7.677,7.741,7.805,7.87,7.935,8.001,8.067,8.133
courtyard,N990982,N6673600,7.667,2.0,2.057,2.113,2.17,2.227,2.283,2.34,2.397,2.453,2.51,2.567,2.623,2.68,2.737,2.793,2.85,2.907,2.963,3.02,3.077,3.133,3.19,3.247,3.303,3.36,3.417,3.473,3.53,3.587,3.643,3.7,3.757,3.813,3.87,3.927,3.983,4.04,4.097,4.153,4.21,4.267,4.323,4.38,4.437,4.493,4.55,4.607,4.663,4.72,4.777,4.833,4.89,4.947,5.003,5.06,5.117,5.173,5.23,5.287,5.343,5.4,5.457,5.513,5.57,5.627,5.683,5.74,5.797,5.853,5.91,5.967,6.023,6.08,6.137,6.193,6.25,6.307,6.363,6.42,6.477,6.533,6.59,6.647,6.703,6.76,6.817,6.873,6.93,6.987,7.043,7.1,7.157,7.213,7.27,7.327,7.383,7.44,7.497,7.553,7.61
courtyard,N990982,N3622934,14.0,8.667,8.72,8.773,8.827,8.88,8.933,8.987,9.04,9.093,9.147,9.2,9.253,9.307,9.36,9.413,9.467,9.52,9.573,9.627,9.68,9.733,9.787,9.84,9.893,9.947,10.0,10.053,10.107,10.16,10.213,10.267,10.32,10.373,10.427,10.48,10.533,10.587,10.64,10.693,10.747,10.8,10.853,10.907,10.96,11.013,11.067,11.12,11.173,11.227,11.28,11.333,11.387,11.44,11.493,11.547,11.6,11.653,11.707,11.76,11.813,11.867,11.92,11.973,12.027,12.08,12.133,12.187,12.24,12.293,12.347,12.4,12.453,12.507,12.56,12.613,12.667,12.72,12.773,12.827,12.88,12.933,12.987,13.04,13.093,13.147,13.2,13.253,13.307,13.36,13.413,13.467,13.52,13.573,13.627,13.68,13.733,13.787,13.84,13.893,13.947
cubicles,N7210304,N2319363,9.0,0.522,0.533,0.545,0.557,0.569,0.582,0.595,0.608,0.621,0.635,0.65,0.664,0.679,0.695,0.711,0.727,0.744,0.761,0.778,0.797,0.815,0.835,0.854,0.875,0.896,0.918,0.94,0.963,0.986,1.011,1.036,1.062,1.089,1.117,1.145,1.175,1.206,1.237,1.27,1.304,1.339,1.375,1.413,1.452,1.492,1.534,1.578,1.623,1.67,1.719,1.769,1.821,1.876,1.933,1.992,2.053,2.116,2.183,2.252,2.323,2.398,2.476,2.557,2.641,2.729,2.82,2.915,3.015,3.118,3.223,3.329,3.438,3.551,3.669,3.79,3.916,4.047,4.182,4.322,4.467,4.617,4.772,4.933,5.1,5.273,5.451,5.636,5.827,6.025,6.23,6.442,6.661,6.887,7.122,7.364,7.615,7.874,8.142,8.418,8.704
cubicles,N7210304,N8435133,10.652,1.304,1.317,1.331,1.344,1.358,1.372,1.386,1.4,1.415,1.43,1.445,1.461,1.477,1.493,1.509,1.526,1.544,1.562,1.58,1.599,1.618,1.638,1.659,1.68,1.701,1.724,1.747,1.771,1.795,1.821,1.847,1.874,1.902,1.931,1.961,1.993,2.025,2.059,2.094,2.13,2.168,2.207,2.247,2.29,2.334,2.379,2.427,2.477,2.529,2.582,2.639,2.697,2.758,2.822,2.888,2.958,3.03,3.105,3.184,3.266,3.352,3.442,3.535,3.633,3.735,3.841,3.953,4.069,4.19,4.305,4.42,4.538,4.66,4.788,4.919,5.056,5.197,5.344,5.496,5.654,5.817,5.987,6.162,6.344,6.532,6.727,6.93,7.139,7.356,7.581,7.814,8.056,8.306,8.565,8.833,9.11,9.398,9.695,10.003,10.322
cubicles,N2319363,N2367950,9.75,1.3,1.315,1.331,1.347,1.363,1.38,1.397,1.415,1.433,1.451,1.47,1.49,1.51,1.53,1.551,1.573,1.595,1.617,1.64,1.664,1.688,1.714,1.739,1.766,1.793,1.821,1.849,1.879,1.909,1.94,1.972,2.005,2.039,2.074,2.109,2.147,2.185,2.224,2.265,2.307,2.35,2.394,2.44,2.488,2.537,2.588,2.64,2.695,2.751,2.809,2.869,2.931,2.995,3.061,3.13,3.201,3.275,3.351,3.43,3.512,3.596,3.684,3.775,3.869,3.966,4.067,4.171,4.279,4.391,4.503,4.612,4.724,4.839,4.958,5.08,5.205,5.334,5.466,5.603,5.743,5.887,6.035,6.187,6.343,6.504,6.669,6.839,7.013,7.192,7.376,7.564,7.758,7.957,8.161,8.371,8.586,8.807,9.034,9.266,9.505
cubicles,N2319363,N3487541,13.55,2.5,2.517,2.535,2.553,2.572,2.592,2.612,2.633,2.654,2.676,2.699,2.722,2.746,2.771,2.796,2.822,2.849,2.877,2.905,2.934,2.965,2.996,3.028,3.06,3.094,3.129,3.165,3.202,3.24,3.279,3.32,3.362,3.405,3.449,3.495,3.542,3.591,3.641,3.693,3.746,3.802,3.859,3.918,3.979,4.042,4.108,4.175,4.245,4.317,4.392,4.469,4.549,4.631,4.717,4.805,4.897,4.991,5.09,5.191,5.296,5.405,5.517,5.634,5.755,5.879,6.009,6.142,6.281,6.424,6.572,6.726,6.885,7.049,7.219,7.395,7.564,7.734,7.909,8.089,8.273,8.463,8.659,8.859,9.065,9.277,9.495,9.718,9.948,10.183,10.426,10.674,10.929,11.191,11.46,11.736,12.019,12.31,12.608,12.914,13.228
library,N9553169,N7453865,11.667,0.867,0.892,0.919,0.947,0.975,1.004,1.034,1.066,1.098,1.131,1.165,1.2,1.236,1.273,1.311,1.35,1.39,1.431,1.474,1.517,1.562,1.608,1.655,1.703,1.753,1.803,1.855,1.909,1.964,2.02,2.077,2.136,2.196,2.258,2.321,2.386,2.453,2.521,2.59,2.661,2.734,2.809,2.885,2.963,3.043,3.125,3.209,3.294,3.382,3.471,3.563,3.656,3.752,3.849,3.949,4.051,4.156,4.262,4.371,4.483,4.597,4.713,4.832,4.953,5.077,5.203,5.332,5.464,5.599,5.736,5.876,6.019,6.166,6.315,6.467,6.622,6.781,6.942,7.107,7.275,7.447,7.622,7.8,7.982,8.167,8.357,8.549,8.746,8.946,9.15,9.358,9.57,9.786,10.006,10.231,10.459,10.692,10.929,11.17,11.416
library,N9553169,N6857034,12.067,2.0,2.015,2.03,2.047,2.065,2.084,2.105,2.126,2.149,2.173,2.199,2.225,2.253,2.283,2.313,2.345,2.379,2.414,2.45,2.488,2.527,2.568,2.61,2.654,2.7,2.747,2.796,2.847,2.899,2.953,3.009,3.067,3.127,3.188,3.252,3.317,3.385,3.454,3.526,3.599,3.675,3.753,3.834,3.916,4.001,4.089,4.178,4.271,4.365,4.463,4.562,4.665,4.77,4.863,4.951,5.04,5.131,5.225,5.321,5.418,5.518,5.621,5.725,5.833,5.942,6.054,6.169,6.286,6.406,6.529,6.655,6.783,6.915,7.049,7.187,7.327,7.471,7.618,7.769,7.923,8.08,8.241,8.405,8.574,8.745,8.921,9.101,9.284,9.472,9.664,9.86,10.06,10.264,10.473,10.687,10.905,11.128,11.355,11.587,11.825
bunker3,N1657801,N7360841,11.929,5.857,5.896,5.935,5.975,6.015,6.056,6.097,6.138,6.18,6.222,6.265,6.308,6.352,6.396,6.441,6.486,6.531,6.577,6.623,6.67,6.717,6.765,6.813,6.861,6.91,6.96,7.01,7.06,7.111,7.162,7.214,7.266,7.318,7.371,7.425,7.478,7.533,7.587,7.643,7.698,7.754,7.811,7.868,7.925,7.983,8.041,8.1,8.159,8.219,8.279,8.339,8.4,8.462,8.523,8.586,8.648,8.712,8.775,8.839,8.904,8.969,9.034,9.1,9.166,9.233,9.3,9.367,9.435,9.504,9.573,9.642,9.712,9.782,9.853,9.924,9.996,10.068,10.14,10.213,10.286,10.36,10.434,10.509,10.584,10.66,10.736,10.812,10.889,10.966,11.044,11.122,11.201,11.28,11.359,11.439,11.52,11.601,11.682,11.764,11.846
bunker3,N1657801,N4351810,13.643,2.714,2.732,2.751,2.773,2.797,2.822,2.85,2.88,2.912,2.947,2.983,3.021,3.062,3.104,3.149,3.195,3.244,3.295,3.348,3.403,3.46,3.519,3.58,3.644,3.709,3.777,3.846,3.918,3.992,4.068,4.146,4.226,4.308,4.392,4.478,4.567,4.657,4.75,4.844,4.941,5.04,5.141,5.244,5.349,5.456,5.565,5.677,5.79,5.906,6.023,6.143,6.265,6.388,6.514,6.642,6.773,6.905,7.039,7.175,7.314,7.454,7.597,7.742,7.888,8.037,8.188,8.341,8.496,8.654,8.813,8.974,9.138,9.303,9.471,9.641,9.812,9.986,10.162,10.34,10.521,10.703,10.887,11.074,11.262,11.453,11.645,11.777,11.907,12.037,12.168,12.299,12.431,12.564,12.697,12.83,12.964,13.099,13.234,13.37,13.506
cubicles,N8435133,N9556533,11.944,1.667,1.677,1.688,1.699,1.712,1.724,1.738,1.752,1.767,1.782,1.799,1.816,1.833,1.852,1.871,1.891,1.912,1.934,1.957,1.981,2.005,2.031,2.057,2.085,2.114,2.143,2.174,2.207,2.24,2.275,2.311,2.348,2.387,2.428,2.47,2.513,2.558,2.605,2.654,2.705,2.758,2.812,2.869,2.928,2.989,3.053,3.119,3.188,3.259,3.333,3.41,3.49,3.572,3.659,3.748,3.841,3.937,4.037,4.141,4.249,4.361,4.477,4.598,4.723,4.853,4.987,5.127,5.272,5.422,5.557,5.686,5.819,5.956,6.097,6.242,6.392,6.545,6.704,6.867,7.035,7.208,7.386,7.569,7.758,7.952,8.152,8.358,8.57,8.788,9.012,9.243,9.48,9.724,9.975,10.234,10.499,10.773,11.053,11.342,11.639
cubicles,N8435133,N4303499,15.5,1.667,1.688,1.71,1.733,1.757,1.781,1.806,1.832,1.859,1.886,1.914,1.944,1.974,2.004,2.036,2.069,2.103,2.137,2.173,2.21,2.247,2.286,2.326,2.368,2.41,2.454,2.499,2.545,2.593,2.642,2.693,2.745,2.799,2.855,2.913,2.972,3.033,3.096,3.161,3.228,3.298,3.369,3.443,3.52,3.599,3.68,3.765,3.852,3.942,4.036,4.132,4.232,4.335,4.441,4.552,4.666,4.784,4.906,5.033,5.164,5.299,5.439,5.584,5.734,5.889,6.05,6.216,6.388,6.565,6.749,6.94,7.137,7.34,7.551,7.769,7.994,8.227,8.452,8.677,8.909,9.146,9.39,9.641,9.899,10.164,10.436,10.715,11.002,11.297,11.599,11.91,12.229,12.556,12.892,13.236,13.59,13.953,14.325,14.707,15.098
cubicles,N117979,N2528154,12.625,5.5,5.534,5.569,5.605,5.641,5.678,5.716,5.755,5.794,5.834,5.875,5.917,5.959,6.002,6.046,6.091,6.136,6.182,6.229,6.277,6.325,6.374,6.424,6.475,6.526,6.578,6.631,6.685,6.739,6.794,6.85,6.907,6.964,7.022,7.081,7.141,7.201,7.262,7.324,7.387,7.45,7.514,7.579,7.645,7.711,7.778,7.846,7.915,7.984,8.054,8.125,8.197,8.269,8.342,8.416,8.491,8.566,8.642,8.719,8.797,8.875,8.954,9.034,9.115,9.196,9.278,9.361,9.445,9.529,9.614,9.7,9.787,9.874,9.962,10.051,10.141,10.231,10.322,10.414,10.507,10.6,10.694,10.789,10.885,10.981,11.078,11.176,11.275,11.374,11.474,11.575,11.677,11.779,11.882,11.986,12.091,12.196,12.302,12.409,12.517
cubicles,N117979,N3494734,15.125,2.875,2.908,2.944,2.981,3.02,3.061,3.104,3.149,3.196,3.244,3.295,3.347,3.402,3.458,3.516,3.576,3.638,3.702,3.768,3.835,3.905,3.976,4.05,4.125,4.202,4.281,4.362,4.445,4.53,4.616,4.705,4.795,4.888,4.982,5.078,5.176,5.276,5.378,5.482,5.587,5.695,5.804,5.916,6.029,6.144,6.261,6.38,6.501,6.624,6.748,6.875,7.003,7.134,7.266,7.4,7.536,7.674,7.814,7.956,8.099,8.245,8.392,8.542,8.693,8.846,9.001,9.158,9.317,9.478,9.64,9.805,9.971,10.14,10.31,10.482,10.656,10.832,11.01,11.19,11.371,11.555,11.74,11.928,12.117,12.308,12.501,12.696,12.893,13.092,13.292,13.473,13.633,13.795,13.958,14.122,14.287,14.453,14.619,14.787,14.955
labyrinth3,N8899359,N8858377,12.727,4.455,4.48,4.506,4.534,4.563,4.594,4.625,4.658,4.693,4.728,4.765,4.804,4.843,4.884,4.926,4.97,5.015,5.061,5.108,5.157,5.207,5.259,5.311,5.365,5.421,5.477,5.535,5.594,5.655,5.717,5.78,5.844,5.91,5.977,6.046,6.115,6.186,6.259,6.332,6.407,6.484,6.561,6.64,6.72,6.802,6.885,6.969,7.054,7.141,7.229,7.318,7.409,7.501,7.594,7.689,7.785,7.882,7.98,8.08,8.181,8.284,8.387,8.492,8.599,8.706,8.815,8.926,9.037,9.15,9.264,9.38,9.497,9.615,9.734,9.855,9.977,10.101,10.225,10.351,10.462,10.564,10.666,10.769,10.872,10.976,11.081,11.186,11.292,11.399,11.506,11.614,11.722,11.831,11.941,12.051,12.162,12.274,12.386,12.499,12.613
labyrinth3,N8899359,N5316967,13.091,3.636,3.662,3.689,3.717,3.747,3.779,3.813,3.848,3.885,3.923,3.963,4.004,4.047,4.092,4.139,4.187,4.236,4.287,4.34,4.395,4.451,4.509,4.568,4.629,4.691,4.756,4.821,4.889,4.958,5.029,5.101,5.175,5.25,5.327,5.406,5.487,5.569,5.652,5.737,5.824,5.913,6.003,6.095,6.188,6.283,6.379,6.477,6.577,6.679,6.782,6.886,6.993,7.101,7.21,7.321,7.434,7.548,7.664,7.782,7.901,8.022,8.144,8.268,8.394,8.521,8.65,8.781,8.913,9.047,9.182,9.319,9.458,9.598,9.74,9.883,10.028,10.175,10.323,10.465,10.578,10.691,10.805,10.919,11.035,11.151,11.267,11.384,11.502,11.62,11.739,11.859,11.979,12.1,12.222,12.344,12.467,12.591,12.715,12.839,12.965
labyrinth3,N8899359,N7730376,14.545,1.727,1.779,1.832,1.887,1.944,2.002,2.062,2.123,2.186,2.251,2.317,2.385,2.455,2.526,2.599,2.673,2.749,2.827,2.906,2.987,3.069,3.153,3.239,3.326,3.415,3.506,3.598,3.692,3.787,3.884,3.983,4.083,4.185,4.288,4.393,4.5,4.609,4.719,4.83,4.943,5.058,5.175,5.293,5.412,5.534,5.657,5.781,5.907,6.035,6.164,6.295,6.428,6.562,6.698,6.836,6.975,7.115,7.258,7.402,7.547,7.695,7.843,7.994,8.146,8.299,8.455,8.612,8.77,8.93,9.092,9.255,9.42,9.587,9.755,9.925,10.097,10.27,10.438,10.602,10.768,10.935,11.103,11.272,11.443,11.615,11.788,11.963,12.139,12.316,12.495,12.675,12.856,13.038,13.222,13.407,13.594,13.781,13.97,14.161,14.352
tworooms,N1627744,N7416731,13.2,3.933,3.96,3.987,4.015,4.043,4.072,4.101,4.13,4.16,4.191,4.222,4.254,4.286,4.319,4.352,4.386,4.421,4.456,4.492,4.529,4.567,4.605,4.645,4.685,4.726,4.767,4.81,4.854,4.899,4.945,4.991,5.039,5.088,5.139,5.19,5.243,5.296,5.352,5.408,5.466,5.525,5.586,5.648,5.712,5.777,5.844,5.913,5.983,6.055,6.129,6.204,6.282,6.361,6.442,6.526,6.611,6.698,6.788,6.88,6.974,7.07,7.169,7.27,7.374,7.48,7.588,7.7,7.814,7.93,8.05,8.172,8.297,8.425,8.556,8.691,8.828,8.968,9.112,9.259,9.41,9.564,9.714,9.867,10.024,10.183,10.346,10.512,10.681,10.854,11.03,11.209,11.392,11.578,11.768,11.961,12.158,12.359,12.564,12.772,12.984
tworooms,N1627744,N2169075,15.467,1.867,1.881,1.895,1.91,1.926,1.941,1.958,1.974,1.992,2.009,2.028,2.047,2.066,2.086,2.107,2.129,2.151,2.175,2.199,2.224,2.25,2.278,2.306,2.336,2.367,2.399,2.432,2.467,2.504,2.542,2.582,2.623,2.667,2.712,2.759,2.809,2.86,2.914,2.971,3.03,3.091,3.155,3.222,3.292,3.365,3.44,3.52,3.602,3.688,3.778,3.871,3.968,4.069,4.174,4.284,4.397,4.516,4.639,4.766,4.899,5.037,5.18,5.328,5.482,5.641,5.806,5.978,6.155,6.339,6.529,6.726,6.93,7.141,7.359,7.585,7.817,8.052,8.294,8.544,8.802,9.068,9.342,9.625,9.916,10.216,10.526,10.844,11.173,11.511,11.811,12.11,12.415,12.727,13.045,13.371,13.703,14.041,14.387,14.74,15.1
cubicles,N9556533,N9487763,13.214,2.714,2.731,2.748,2.765,2.783,2.801,2.82,2.84,2.859,2.88,2.901,2.923,2.945,2.968,2.992,3.017,3.042,3.068,3.096,3.124,3.153,3.184,3.216,3.248,3.283,3.318,3.355,3.393,3.433,3.475,3.518,3.563,3.609,3.658,3.709,3.761,3.816,3.873,3.932,3.994,4.058,4.125,4.194,4.266,4.341,4.419,4.5,4.585,4.672,4.763,4.857,4.955,5.057,5.162,5.271,5.383,5.493,5.606,5.723,5.843,5.967,6.095,6.226,6.361,6.501,6.644,6.792,6.943,7.1,7.25,7.383,7.52,7.66,7.803,7.95,8.1,8.254,8.411,8.572,8.737,8.906,9.079,9.255,9.436,9.621,9.81,10.004,10.202,10.404,10.611,10.823,11.039,11.261,11.487,11.718,11.954,12.195,12.442,12.694,12.951
cubicles,N9556533,N4932175,14.643,1.286,1.325,1.364,1.403,1.444,1.484,1.526,1.568,1.61,1.653,1.697,1.741,1.786,1.832,1.878,1.926,1.974,2.023,2.073,2.124,2.176,2.229,2.283,2.338,2.394,2.452,2.511,2.571,2.633,2.696,2.761,2.827,2.895,2.965,3.036,3.11,3.185,3.262,3.341,3.423,3.507,3.592,3.681,3.771,3.865,3.961,4.059,4.161,4.265,4.372,4.482,4.596,4.712,4.832,4.955,5.082,5.213,5.347,5.485,5.627,5.773,5.924,6.078,6.237,6.4,6.568,6.741,6.919,7.101,7.289,7.482,7.68,7.883,8.092,8.307,8.503,8.696,8.892,9.093,9.297,9.506,9.719,9.936,10.157,10.383,10.613,10.847,11.087,11.33,11.579,11.832,12.09,12.353,12.621,12.894,13.172,13.455,13.744,14.038,14.338
cathedral,N608136,N7058269,13.3,3.5,3.512,3.525,3.54,3.557,3.575,3.595,3.616,3.64,3.665,3.691,3.72,3.75,3.781,3.815,3.85,3.887,3.926,3.967,4.009,4.054,4.1,4.148,4.198,4.249,4.303,4.359,4.416,4.476,4.537,4.6,4.666,4.733,4.802,4.874,4.947,5.022,5.1,5.179,5.261,5.345,5.431,5.519,5.609,5.701,5.795,5.892,5.991,6.091,6.195,6.3,6.408,6.517,6.63,6.744,6.861,6.98,7.101,7.225,7.351,7.479,7.61,7.743,7.879,8.017,8.157,8.3,8.445,8.593,8.743,8.896,9.051,9.209,9.369,9.532,9.664,9.789,9.916,10.045,10.175,10.306,10.44,10.575,10.711,10.849,10.989,11.131,11.274,11.419,11.566,11.714,11.865,12.017,12.171,12.326,12.484,12.643,12.805,12.968,13.133
cathedral,N608136,N9813836,14.3,3.9,3.913,3.927,3.944,3.961,3.981,4.002,4.025,4.05,4.077,4.105,4.135,4.167,4.201,4.237,4.275,4.314,4.355,4.398,4.443,4.49,4.539,4.59,4.643,4.698,4.755,4.814,4.874,4.937,5.002,5.069,5.138,5.209,5.283,5.358,5.435,5.515,5.597,5.681,5.767,5.855,5.946,6.039,6.134,6.231,6.33,6.432,6.536,6.643,6.751,6.863,6.976,7.092,7.21,7.33,7.453,7.579,7.707,7.837,7.97,8.105,8.242,8.383,8.525,8.671,8.818,8.969,9.122,9.277,9.435,9.596,9.759,9.925,10.094,10.265,10.439,10.595,10.729,10.865,11.002,11.142,11.282,11.425,11.569,11.715,11.863,12.012,12.164,12.317,12.471,12.628,12.787,12.947,13.11,13.274,13.44,13.608,13.778,13.95,14.124
roomG,N3215843,N9994126,13.353,3.471,3.503,3.535,3.568,3.601,3.634,3.668,3.702,3.737,3.772,3.808,3.844,3.881,3.918,3.956,3.994,4.033,4.073,4.113,4.154,4.195,4.238,4.281,4.325,4.37,4.415,4.462,4.51,4.558,4.608,4.658,4.71,4.763,4.818,4.873,4.93,4.988,5.048,5.109,5.171,5.235,5.301,5.369,5.438,5.509,5.582,5.657,5.734,5.813,5.895,5.978,6.064,6.152,6.242,6.335,6.431,6.529,6.63,6.734,6.841,6.95,7.063,7.179,7.298,7.421,7.546,7.676,7.809,7.945,8.086,8.23,8.378,8.531,8.687,8.848,9.013,9.182,9.342,9.486,9.633,9.782,9.934,10.089,10.246,10.406,10.568,10.734,10.902,11.072,11.246,11.422,11.602,11.784,11.969,12.158,12.349,12.543,12.741,12.942,13.146
roomG,N3215843,N3886181,14.294,2.235,2.249,2.263,2.277,2.291,2.305,2.32,2.335,2.351,2.367,2.384,2.401,2.418,2.436,2.455,2.475,2.495,2.516,2.539,2.562,2.586,2.611,2.637,2.665,2.694,2.724,2.756,2.789,2.824,2.86,2.899,2.939,2.981,3.025,3.072,3.12,3.171,3.225,3.281,3.339,3.4,3.464,3.531,3.601,3.675,3.751,3.831,3.915,4.002,4.093,4.188,4.286,4.389,4.496,4.608,4.724,4.845,4.971,5.101,5.237,5.378,5.525,5.676,5.834,5.998,6.167,6.343,6.525,6.713,6.908,7.11,7.319,7.512,7.703,7.9,8.104,8.313,8.53,8.753,8.983,9.22,9.464,9.715,9.974,10.241,10.516,10.798,11.089,11.376,11.597,11.823,12.052,12.285,12.522,12.763,13.008,13.257,13.51,13.767,14.029
library,N6857034,N2272684,13.727,4.909,4.93,4.952,4.974,4.997,5.021,5.045,5.07,5.095,5.122,5.149,5.176,5.205,5.234,5.265,5.296,5.328,5.361,5.395,5.43,5.465,5.502,5.54,5.579,5.619,5.661,5.703,5.746,5.791,5.837,5.884,5.932,5.982,6.033,6.086,6.139,6.194,6.251,6.309,6.368,6.429,6.491,6.555,6.621,6.688,6.757,6.827,6.899,6.973,7.048,7.125,7.204,7.284,7.367,7.451,7.537,7.625,7.715,7.807,7.901,7.996,8.094,8.194,8.296,8.4,8.506,8.614,8.724,8.836,8.951,9.068,9.187,9.308,9.432,9.558,9.686,9.817,9.95,10.085,10.223,10.364,10.507,10.652,10.8,10.95,11.103,11.259,11.418,11.579,11.742,11.909,12.078,12.25,12.424,12.602,12.782,12.965,13.151,13.34,13.532
library,N6857034,N54623,16.455,1.909,1.986,2.063,2.141,2.22,2.299,2.38,2.461,2.542,2.625,2.708,2.793,2.878,2.964,3.051,3.139,3.228,3.318,3.408,3.5,3.593,3.688,3.783,3.879,3.977,4.075,4.175,4.276,4.379,4.482,4.587,4.693,4.801,4.91,5.02,5.131,5.244,5.359,5.475,5.592,5.711,5.832,5.954,6.077,6.203,6.329,6.458,6.588,6.72,6.853,6.989,7.126,7.264,7.405,7.547,7.692,7.838,7.986,8.136,8.288,8.441,8.597,8.755,8.915,9.077,9.241,9.407,9.575,9.745,9.917,10.092,10.269,10.448,10.629,10.813,10.999,11.187,11.377,11.57,11.765,11.963,12.163,12.365,12.57,12.778,12.988,13.2,13.415,13.633,13.853,14.076,14.302,14.53,14.761,14.995,15.231,15.47,15.712,15.957,16.204
museum,N599523,N8999294,14.368,1.895,1.903,1.912,1.921,1.93,1.941,1.952,1.963,1.975,1.988,2.001,2.015,2.029,2.045,2.061,2.078,2.095,2.114,2.133,2.153,2.174,2.196,2.219,2.243,2.268,2.295,2.322,2.351,2.381,2.412,2.445,2.479,2.515,2.552,2.591,2.631,2.674,2.718,2.764,2.812,2.863,2.915,2.97,3.027,3.086,3.148,3.212,3.28,3.35,3.422,3.498,3.577,3.66,3.745,3.834,3.927,4.023,4.124,4.228,4.336,4.448,4.565,4.687,4.812,4.943,5.079,5.22,5.366,5.517,5.674,5.837,6.006,6.18,6.361,6.549,6.743,6.944,7.152,7.367,7.59,7.82,8.058,8.304,8.558,8.821,9.092,9.373,9.662,9.961,10.269,10.588,10.916,11.255,11.604,11.964,12.336,12.718,13.113,13.519,13.937
museum,N599523,N1035050,15.737,1.684,1.695,1.706,1.718,1.732,1.746,1.761,1.777,1.794,1.813,1.832,1.852,1.874,1.896,1.92,1.945,1.971,1.998,2.027,2.057,2.088,2.121,2.155,2.191,2.228,2.266,2.307,2.349,2.392,2.438,2.485,2.534,2.585,2.638,2.693,2.75,2.81,2.871,2.935,3.001,3.07,3.142,3.216,3.292,3.372,3.454,3.54,3.628,3.72,3.815,3.913,4.015,4.12,4.229,4.342,4.458,4.579,4.704,4.833,4.966,5.104,5.247,5.394,5.546,5.704,5.866,6.034,6.207,6.386,6.571,6.762,6.959,7.162,7.371,7.587,7.81,8.04,8.277,8.521,8.772,9.032,9.299,9.575,9.858,10.15,10.451,10.761,11.08,11.405,11.712,12.029,12.354,12.689,13.034,13.389,13.753,14.128,14.514,14.91,15.318
